Name,Sport,Age,Height (cm),Weight (kg),Sex
Anky van Grunsven,Equestrian,44,170,56,F
Ann Grete Norgaard,Handball,28,163,58,F
Anna Agrafioti,Sailing,21,178,76,F
Anna Avdeeva,Athletics,27,175,100,F
Anna Bentley,Fencing,31,183,73,F
Anna Chicherova,Athletics,30,180,56,F
Anna Doi,Athletics,16,157,47,F
Anna Flanagan,Hockey,20,180,67,F
Anna Iljustsenko,Athletics,26,168,48,F
Anna Incerti,Athletics,32,168,45,F
Anna Jesien,Athletics,33,168,58,F
Anna Karnaukh,Water Polo,18,170,55,F
Anna Kasprzak,Equestrian,22,175,66,F
Anna Kielbasinska,Athletics,22,170,55,F
Anna Kjellberg,Sailing,28,172,62,F
Anna Kravchenko,Rowing,26,186,80,F
Anna Lindberg,Diving,30,169,58,F
Anna Mastyanina,Shooting,24,170,68,F
Anna Matienko,Volleyball,31,182,68,F
Anna Merveldt,Equestrian,49,168,60,F
Anna Mishchenko,Athletics,28,166,50,F
Anna Nazarova,Athletics,26,172,58,F
Anna Petrakova,Basketball,27,188,79,F
Anna Pohlak,Sailing,19,177,66,F
Anna Pysmenska,Diving,21,157,50,F
Anna Rogowska,Athletics,31,171,57,F
Anna Ruh,Athletics,19,185,79,F
Anna Santamans,Swimming,19,176,60,F
Anna Sedoykina,Handball,28,188,75,F
Anna Sivkova,Fencing,30,176,64,F
Anna Tikhomirova,Table Tennis,27,162,60,F
Anna Vozakova,Beach Volleyball,23,176,72,F
Anna Watkins,Rowing,29,183,78,F
Anna Weinzieher,Sailing,21,165,67,F
Anna Yin,Athletics,20,165,47,F
Annabel Laure Ali,Wrestling,27,176,72,F
Annabel Vernon,Rowing,29,178,75,F
Annabelle Lascar,Athletics,27,163,54,F
Anna-Lena Gronefeld,Tennis,27,180,78,F
Annalise Murphy,Sailing,22,185,72,F
Anna-Maria Johansson,Handball,30,180,70,F
Annamaria Mazzetti,Triathlon,23,161,51,F
Annari Viljoen,Badminton,25,173,58,F
Anne Cibis,Athletics,26,173,66,F
Anne Halkivaha,Athletics,26,162,49,F
Anne Haug,Triathlon,29,164,52,F
Anne Keothavong,Tennis,28,174,63,F
Anne Lolk Thomsen,Rowing,29,174,60,F
Anne Panter,Hockey,28,170,62,F
Anne Rikala,Canoe Sprint,35,170,67,F
Anne Schellekens,Rowing,26,163,48,F
Anne van Olst,Equestrian,50,184,74,F
Anne Zagre,Athletics,22,176,69,F
Annekatrin Thiele,Rowing,27,173,68,F
Anne-Marie Rindom,Sailing,21,170,68,F
Annemiek de Haan,Rowing,31,187,73,F
Annemieke Bes,Sailing,34,177,73,F
Annerys Victoria Vargas Valdez,Volleyball,30,196,70,F
Anne-Sophie Mondiere,Judo,33,174,87,F
Anne-Sophie van Regemortel,Hockey,27,173,63,F
Annet Negesa,Athletics,20,170,55,F
Anni Espar Llaquet,Water Polo,19,180,66,F
Annie Lush,Sailing,32,178,77,F
Annie Martin,Beach Volleyball,30,170,61,F
Annik Marguet,Shooting,31,162,61,F
Annika Dries,Water Polo,20,185,88,F
Annika Schleu,Modern Pentathlon,22,175,63,F
Annika Wiel Freden,Handball,33,176,69,F
Ann-Marie Hepler,Swimming,16,167,68,F
Anolyn Lulu,Table Tennis,33,157,62,F
Anouer Taouerghi,Volleyball,28,178,77,M
Anqi Bai,Swimming,19,164,59,F
Anqi Xu,Fencing,20,183,75,F
Antanas Kavaliauskas,Basketball,27,208,114,M
Anthony Alozie,Athletics,25,171,79,M
Anthony Chemut,Athletics,19,161,68,M
Anthony Davis,Basketball,19,208,100,M
Anthony Edwards,Rowing,39,183,72,M
Anthony Ervin,Swimming,31,191,77,M
Anthony Fahden,Rowing,26,180,72,M
Anthony Jacob,Rowing,23,198,95,M
Anthony Pannier,Swimming,23,189,84,M
Anthony Terras,Shooting,27,170,64,M
Antje Moldner-Schmidt,Athletics,28,173,57,F
Antoaneta Boneva,Shooting,26,173,58,F
Antoine Adams,Athletics,23,180,79,M
Antoine Gillet,Athletics,24,185,73,M
Antoine Valois-Fortier,Judo,22,190,81,M
Antoinette Guedia Mouafo,Swimming,16,170,55,F
Antoinette Nana Djimou Ida,Athletics,27,171,63,F
Anton Anchin,Swimming,22,187,68,M
Anton Braun,Rowing,22,197,102,M
Anton Dahlberg,Sailing,27,176,63,M
Anton Glasnovic,Shooting,31,184,82,M
Anton Kholyaznykov,Rowing,25,200,94,M
Anton Kucmin,Athletics,28,180,68,M
Anton Ponkrashov,Basketball,26,200,93,M
Anton Rizov,Shooting,24,170,70,M
Anton Ryakhov,Canoe Sprint,32,193,96,M
Anton Zakharov,Diving,26,176,74,M
Antonakis Andreou,Shooting,37,173,68,M
Antonella del Core,Volleyball,31,180,70,F
Antoni Bernado,Athletics,45,175,64,M
Antonia Horvat-Panda,Canoe Sprint,35,169,64,F
Antonia Moreira,Judo,30,170,68,F
Antonija Misura,Basketball,24,181,65,F
Antonija Nad,Canoe Sprint,26,165,61,F
Antonin Zalsky,Athletics,31,200,128,M
Antonina Krivoshapka,Athletics,25,168,59,F
Antonio Ciano,Judo,31,180,81,M
Antonio Manuel Reina,Athletics,31,186,72,M
Antonio Petrovic,Water Polo,29,193,95,M
Antony James,Swimming,22,180,75,M
Antti Kempas,Athletics,31,191,67,M
Antti Ruuskanen,Athletics,28,189,86,M
Anu Nieminen,Badminton,34,171,62,F
Anuradha Cooray,Athletics,34,174,58,M
Anyika Onuora,Athletics,27,178,72,F
Anzela Voronova,Shooting,43,170,72,F
Anzhelika Shevchenko,Athletics,24,177,58,F
Anzor Urishev,Wrestling,25,177,84,M
Ao Gao,Water Polo,22,173,75,F
Aoife Clark,Equestrian,30,173,65,F
Apostolos Gkountoulas,Rowing,27,186,81,M
Apostolos Parellis,Athletics,27,186,110,M
April Ross,Beach Volleyball,30,185,75,F
Arabelly Orjuela,Athletics,24,150,43,F
Arantxa Chavez Munoz,Diving,21,157,59,F
Arantxa King,Athletics,22,175,65,F
Arantxa Parra Santonja,Tennis,29,176,61,F
Arata Fujiwara,Athletics,30,167,54,M
Arben Kucana,Shooting,44,184,95,M
Ardo Arusaar,Wrestling,24,182,96,M
Aretha Thurmond,Athletics,35,180,95,F
Arezou Hakimimoghaddam,Canoe Sprint,17,171,65,F
Argyris Theodoropoulos,Water Polo,31,187,95,M
Ari Mannio,Athletics,25,185,100,M
Ariana Kukors,Swimming,23,170,64,F
Ariane Friedrich,Athletics,28,179,57,F
Arianna Barbieri,Swimming,23,177,65,F
Arianna Errigo,Fencing,24,180,64,F
Ariel Hsing,Table Tennis,16,165,54,F
Ariel Suarez,Rowing,32,190,94,M
Ariel Zeevi,Judo,35,186,100,M
Aries Merritt,Athletics,27,188,77,M
Ari-Pekka Liukkonen,Swimming,23,208,91,M
Arismendy Peguero,Athletics,32,180,80,M
Aristeidis Grigoriadis,Swimming,26,196,76,M
Arjan Bhullar,Wrestling,26,180,120,M
Arkady Vyatchanin,Swimming,28,202,91,M
Arlene Semeco Arismendi,Swimming,28,175,63,F
Armands Zvirbulis,Wrestling,24,177,84,M
Armen Nazaryan,Judo,30,166,66,M
Arnaldo Abrantes,Athletics,25,184,78,M
Arnaud Ghislain,Athletics,23,182,69,M
Arnaud Hybois,Canoe Sprint,30,180,75,M
Arne Gabius,Athletics,31,186,66,M
Arnie Dickins,Judo,20,170,60,M
Arnis Rumbenieks,Athletics,24,175,65,M
Arnold Sorina,Athletics,24,175,60,M
Arnor Atlason,Handball,28,190,90,M
Aron Baynes,Basketball,25,208,115,M
Aron Gadorfalvi,Sailing,34,184,73,M
Aron Palmarsson,Handball,22,193,90,M
Arpad Sterbik Capar,Handball,32,200,118,M
Arsen Galstyan,Judo,23,170,60,M
Arsen Julfalakyan,Wrestling,25,167,74,M
Arsen Sargsyan,Athletics,27,189,76,M
Arseniy Lavrentyev,Swimming,29,193,97,M
Artem Bloshenko,Judo,27,187,99,M
Artem Khadjibekov,Shooting,42,172,72,M
Artem Kosinov,Athletics,26,182,67,M
Artem Lobuzov,Swimming,21,182,70,M
Artem Moroz,Rowing,28,193,94,M
Artem Morozov,Rowing,32,195,104,M
Artem Rubanko,Athletics,38,191,106,M
Artiom Arshanski,Judo,20,163,60,M
Artur Akhmatkhuzin,Fencing,24,182,74,M
Artur Aleksanyan,Wrestling,20,185,96,M
Artur Ayvazyan,Shooting,39,177,88,M
Artur Noga,Athletics,24,196,92,M
Artur Taymazov,Wrestling,33,175,120,M
Artur Zaczek,Athletics,23,182,78,M
Arturo Malaquias,Athletics,37,169,55,M
Arturo Perez Vertti Ferrer,Swimming,20,194,80,M
Arturo Ramirez,Athletics,21,170,65,M
Arun Panchia,Hockey,23,180,73,M
Asafa Powell,Athletics,29,175,78,M
Asbel Kiprop,Athletics,23,190,62,M
Aschwin Wildeboer Faber,Swimming,26,185,82,M
Aselefech Mergia,Athletics,27,168,50,F
Asenathi Jim,Sailing,20,176,65,M
Asgeir Orn Hallgrimsson,Handball,28,192,90,M
Asgeir Sigurgeirsson,Shooting,26,175,60,M
Ash Southern,Water Polo,19,188,94,F
Ashlee Wells,Hockey,23,181,71,F
Ashleigh Ball,Hockey,26,181,70,F
Ashleigh Nelson,Hockey,25,165,60,F
Ashley Brzozowicz,Rowing,29,177,76,F
Ashley Holzer,Equestrian,48,152,60,F
Ashley Jackson,Hockey,24,155,71,M
Ashley Mckenzie,Judo,23,162,60,M
Ashraf Aliyev,Wrestling,26,175,74,M
Ashraf Mohamed Meligy Elgharably,Wrestling,33,170,66,M
Ashton Eaton,Athletics,24,185,82,M
Asjha Jones,Basketball,32,188,88,F
Askhat Dilmukhamedov,Wrestling,26,176,74,M
Asli Cakir Alptekin,Athletics,26,168,50,F
Asmir Kolasinac,Athletics,27,187,135,M
Assita Toure,Swimming,19,160,50,F
Astrid Gabrielsson,Sailing,23,176,70,F
Astrid Guyart,Fencing,29,174,51,F
Astrida Vicente,Basketball,33,177,69,F
Asumi Ohmura,Canoe Sprint,22,167,62,F
Atakan Yuksel,Wrestling,26,168,66,M
Ates Cinar,Sailing,26,173,72,M
Athanasia Perra,Athletics,29,170,59,F
Athina Douka,Shooting,35,171,62,F
Athos Schwantes,Fencing,27,189,80,M
Atsumi Fukumoto,Rowing,24,169,57,F
Atsushi Negishi,Equestrian,35,169,67,M
Attila Vadkerti,Handball,30,182,90,M
Attila Vajda,Canoe Sprint,29,179,82,M
Audrey Deroin,Handball,22,176,69,F
Audrey Koumba,Judo,23,160,78,F
Audrey Labeau,Diving,27,158,48,F
Audrey Lacroix,Swimming,28,163,53,F
Audrey Tcheumeo,Judo,22,177,78,F
Augustin Maillefer,Rowing,19,193,89,M
Augusto Midana,Wrestling,28,167,74,M
Augusto Soares,Athletics,25,165,58,M
Augusto Stanley,Athletics,25,189,80,M
Aurelie Fanchette,Swimming,14,162,50,F
Austin Smith,Hockey,27,179,73,M
Austra Skujyte,Athletics,32,188,77,F
Automne Pavia,Judo,23,173,57,F
Ava Hutchinson,Athletics,29,165,51,F
Avtandil Tchrikishvili,Judo,21,182,81,M
Axel Muller,Archery,20,176,70,M
Aya Takano,Swimming,18,164,54,F
Aya Terakawa,Swimming,27,173,60,F
Ayad Lamdassem,Athletics,30,170,52,M
Ayako Kimura,Athletics,24,168,52,F
Ayanna Alexander,Athletics,30,171,60,F
Aye Aye Aung,Judo,27,173,75,F
Ayele Abshero,Athletics,21,168,62,M
Ayhan Karakus,Wrestling,22,165,55,M
Ayman Fayez,Fencing,21,180,75,M
Ayman Kozhakhmetova,Athletics,21,168,57,F
Aymen Mejri,Rowing,23,180,72,M
Aymen Toumi,Handball,22,184,84,M
Ayodele Ikuesan,Athletics,27,174,63,F
Ayouba Ali Sihame,Swimming,17,161,50,F
Azad Albarazi,Swimming,24,205,110,M
Azania Stewart,Basketball,23,194,89,F
Azenaide Carlos,Handball,22,174,62,F
Aziz Lahbabi,Athletics,21,169,55,M
Aziz Ouhadi,Athletics,28,168,72,M
Azmy Mehelba,Shooting,21,172,80,M
Azneem Ahmed,Athletics,23,169,65,M
Azza Besbes,Fencing,21,175,62,F
Bahaa Al Farra,Athletics,21,175,65,M
Bahar Caglar,Basketball,23,190,76,F
Bahar Dogan,Athletics,37,158,48,F
Bahar Toksoy,Volleyball,24,190,68,F
Bahya Mansour Al Hamad,Shooting,20,166,69,F
Balazs Baji,Athletics,23,192,83,M
Balazs Harai,Water Polo,25,202,110,M
Balazs Zambo,Swimming,20,183,71,M
Bamab Napo,Athletics,28,169,56,F
Baorong Fu,Hockey,34,166,58,F
Barakat Mubarak Al-Harthi,Athletics,24,171,67,M
Barbara Bujka,Water Polo,25,174,84,F
Barbara Engleder,Shooting,29,162,68,F
Barbara Jardin,Swimming,20,168,59,F
Barbara Nelen,Hockey,20,167,56,F
Barbara Parker,Athletics,29,171,52,F
Barbara Riveros Diaz,Triathlon,25,157,47,F
Barbara Spiler,Athletics,20,184,79,F
Barbora Spotakova,Athletics,31,182,80,F
Barbora Zavadova,Swimming,19,177,66,F
Barna Bor,Judo,25,195,128,M
Barry Middleton,Hockey,28,178,68,M
Barry Murphy,Swimming,26,188,82,M
Bartosz Kurek,Volleyball,23,207,104,M
Bas Verwijlen,Fencing,28,190,82,M
Bashir Asgari Babajanzadeh Darzi,Wrestling,22,198,120,M
Bastiaan Lijesen,Swimming,21,196,82,M
Bastian Seibt,Rowing,34,187,71,M
Bastian Steger,Table Tennis,31,170,65,M
Battsetseg Soronzonbold,Wrestling,22,170,65,F
Bayan Jumah,Swimming,18,184,75,F
Bayaraa Nyantai,Shooting,20,176,66,M
Bayron Piedra,Athletics,29,176,62,M
Beata Bartkow Kwiatkowska,Shooting,30,168,74,F
Beata Mikolajczyk,Canoe Sprint,26,170,65,F
Beata Naigambo,Athletics,32,160,48,F
Beata Rakonczai,Athletics,35,170,56,F
Beate Gauss,Shooting,27,171,68,F
Beate Schrott,Athletics,24,175,70,F
Beatriz Fernandez Ibanez,Handball,27,180,74,F
Beatriz Ferrer-Salat,Equestrian,46,176,60,F
Beatriz Gomes,Canoe Sprint,32,168,67,F
Beatriz Gomez Cortes,Swimming,17,169,61,F
Beatriz Pascual,Athletics,30,163,52,F
Becchara Palmer,Beach Volleyball,24,182,67,F
Beckie Kershaw,Water Polo,21,175,59,F
Becky Hammon,Basketball,35,168,62,F
Becky Holliday,Athletics,32,160,54,F
Bedan Karoki Muchiri,Athletics,21,167,65,M
Begona Fernandez Molinos,Handball,32,180,71,F
Begul Lokluoglu,Archery,23,161,58,F
Beki Lee,Athletics,25,160,47,F
Bekir Karayel,Athletics,30,171,62,M
Bela Simon,Rowing,23,191,94,M
Belal Mansoor Ali,Athletics,23,167,61,M
Beleynesh Oljira,Athletics,22,165,49,F
Belinda Hocking,Swimming,21,167,57,F
Belinda Snell,Basketball,31,180,78,F
Belinda Stowell,Sailing,41,172,68,F
Ben Ainslie,Sailing,35,183,90,M
Ben Bassaw,Athletics,23,183,77,M
Ben Fouhy,Canoe Sprint,33,183,84,M
Ben Hawes,Hockey,32,176,76,M
Ben Maher,Equestrian,29,187,68,M
Ben Offereins,Athletics,26,184,76,M
Ben Rhodes,Sailing,31,183,72,M
Ben St Lawrence,Athletics,30,180,85,M
Ben Youssef Meite,Athletics,25,180,84,M
Bence Biczo,Swimming,19,182,80,M
Bence Pulai,Swimming,20,189,72,M
Benedikt Wagner,Fencing,22,191,90,M
Beni Bertrand Binobagira,Swimming,23,176,69,M
Benita Willis,Athletics,33,166,50,F
Benjamin Boukpeti,Canoe Slalom,30,177,76,M
Benjamin Chabanet,Rowing,23,189,85,M
Benjamin Compaore,Athletics,24,188,72,M
Benjamin Cureton,Rowing,31,184,70,M
Benjamin Grez Ahrens,Sailing,19,177,66,M
Benjamin Hockin Brusquetti,Swimming,25,195,90,M
Benjamin Jonas,Athletics,22,194,82,M
Benjamin Kiplagat,Athletics,23,183,65,M
Benjamin Kleibrink,Fencing,27,174,65,M
Benjamin Provisor,Wrestling,22,173,74,M
Benjamin Sanchez,Athletics,27,185,70,M
Benjamin Savsek,Canoe Slalom,25,177,73,M
Benjamin Schulte,Swimming,16,188,73,M
Benjamin Starke,Swimming,25,188,85,M
Benjamin Stasiulis,Swimming,26,185,82,M
Benjamin van Hove,Hockey,31,187,85,M
Benjamin Wess,Hockey,27,177,73,M
Benn Harradine,Athletics,29,198,115,M
Bereket Desta,Athletics,22,180,63,M
Berengere Schuh,Archery,28,163,54,F
Berit Kristensen,Handball,29,172,69,F
Bernadette Coston,Hockey,22,164,61,F
Bernard Lagat,Athletics,37,173,59,M
Bernardo Freitas,Sailing,22,187,82,M
Berta Betanzos,Sailing,24,178,72,F
Berta Castells,Athletics,28,174,78,F
Berta Rodriguez,Table Tennis,41,155,53,F
Bertrand Gille,Handball,34,187,98,M
Bertrand Moulinet,Athletics,25,177,64,M
Besik Kudukhov,Wrestling,25,168,60,M
Beth Lygoe,Sailing,30,180,70,F
Bethania de la Cruz de Pena,Volleyball,25,188,70,F
Betkili Shukvani,Judo,23,162,60,M
Betsey Armstrong,Water Polo,29,188,77,F
Betty Heidler,Athletics,28,175,83,F
Bevan Docherty,Triathlon,35,185,71,M
Bianca Del Carretto,Fencing,26,173,54,F
Bianca Knight,Athletics,23,160,63,F
Bianca Pascu,Fencing,24,173,64,F
Bianca Perie,Athletics,22,170,75,F
Bianca Razor,Athletics,17,169,54,F
Bianca Russell,Hockey,34,173,80,F
Biao Chai,Badminton,21,184,70,M
Bibiana Martina,Athletics,29,176,68,F
Bilel Ben Hassine,Volleyball,29,195,88,M
Bilel Ouechtati,Wrestling,21,172,74,M
Bilisuma Shugi,Athletics,23,173,58,M
Bill Lucas,Rowing,24,199,100,M
Billy Bakker,Hockey,23,189,81,M
Billy Miller,Water Polo,24,188,89,M
Billy Twomey,Equestrian,35,172,75,M
Bilyal Makhov,Wrestling,24,193,120,M
Bin Dong,Athletics,23,180,72,M
Bin Tang,Rowing,26,182,72,F
Binnaz Uslu,Athletics,27,165,55,F
Binyuan Hu,Shooting,34,180,67,M
Birgit Koschischek,Swimming,25,169,60,F
Birgit Michels,Badminton,27,178,70,F
Birsel Vardarli,Basketball,28,175,60,F
Birsen Engin,Athletics,31,173,63,F
Bishindee Urantungalag,Archery,35,175,74,F
Bjoern Huebner,Fencing,26,182,83,M
Bjorn Andrae,Volleyball,31,200,97,M
Bjorn Nagel,Equestrian,34,186,76,M
Bjorn Otto,Athletics,34,191,90,M
Blai Mallarach Guell,Water Polo,24,187,87,M
Blair Evans,Swimming,21,175,65,F
Blair Hilton,Hockey,22,181,76,M
Blair Hopping,Hockey,31,182,83,M
Blair Tuke,Sailing,23,181,77,M
Blake Worsley,Swimming,24,167,95,M
Blandine Dancette,Handball,24,169,60,F
Blaz Kavcic,Tennis,25,185,81,M
Blazenko Lackovic,Handball,31,196,99,M
Blessing Okagbare,Athletics,23,180,68,F
Bo Bae Ki,Archery,24,168,55,F
Bo Qiu,Diving,19,161,58,M
Bo Spellerberg,Handball,33,192,95,M
Boas Munyonga,Judo,31,180,80,M
Boaz Meylink,Rowing,28,195,95,M
Bob Bryan,Tennis,34,191,88,M
Bob de Voogd,Hockey,23,183,81,M
Bobana Velickovic,Shooting,22,170,62,F
Bodin Isara,Badminton,21,176,72,M
Bogdan Mada,Canoe Sprint,23,182,91,M
Bogdan Pishchalnikov,Athletics,29,196,120,M
Boglarka Kapas,Swimming,19,167,56,F
Bohdan Bondarenko,Athletics,22,197,80,M
Bojan Beljanski,Handball,26,200,105,M
Bojan Durkovic,Shooting,22,180,83,M
Bojan Janic,Volleyball,30,198,83,M
Bojan Tokic,Table Tennis,31,178,76,M
Bojana Popovic,Handball,32,185,74,F
Bojana Zivkovic,Volleyball,24,185,70,F
Bolade Apithy,Fencing,26,180,78,M
Boleslav Skhirtladze,Athletics,25,178,60,M
Bona Septano,Badminton,24,171,63,M
Bongil Gu,Fencing,23,180,65,M
Boniface Mucheru,Athletics,20,170,68,M
Boniface Ontuga Mweresa,Athletics,18,170,70,M
Boon Heong Tan,Badminton,24,181,75,M
Boonsak Ponsana,Badminton,30,178,68,M
Bora Vang,Table Tennis,25,177,82,M
Boris Diaw,Basketball,30,203,120,M
Boris Zlokovic,Water Polo,29,197,100,M
Borja Vivas,Athletics,28,204,139,M
Bostjan Macek,Shooting,40,174,118,M
Boyd Martin,Equestrian,32,185,68,M
Brad Kahlefeldt,Triathlon,33,183,67,M
Brad Newley,Basketball,27,199,94,M
Brad Walker,Athletics,31,188,86,M
Bradley Ally,Swimming,25,183,73,M
Bradley Shaw,Hockey,29,181,89,M
Brady Ellison,Archery,23,180,86,M
Brahim Taleb,Athletics,30,181,61,M
Braian Toledo,Athletics,18,185,92,M
Branden Whitehurst,Swimming,22,185,81,M
Brandon Jesus Escobar Amador,Wrestling,21,160,55,M
Brankica Mihajlovic,Volleyball,21,190,80,F
Breeja Larson,Swimming,20,183,73,F
Brenda Castillo,Volleyball,20,167,55,F
Brenda Spaziani,Diving,28,165,56,F
Brenda Villa,Water Polo,32,163,79,F
Brendan Boyce,Athletics,25,183,76,M
Brendan Casey,Sailing,35,189,98,M
Brendan Christian,Athletics,28,178,70,M
Brendan Cole,Athletics,31,187,78,M
Brendan Hansen,Swimming,30,183,85,M
Brendan Sexton,Triathlon,26,172,65,M
Brent Hayden,Swimming,28,193,86,M
Brent Larue,Athletics,25,193,85,M
Brent Mcmahon,Triathlon,31,178,64,M
Brent Newdick,Athletics,27,186,90,M
Brenton Rickard,Swimming,28,194,92,M
Brett Fraser,Swimming,22,188,84,M
Brett Morse,Athletics,23,190,110,M
Brett Newlin,Rowing,30,206,102,M
Brian Fatih,Sailing,39,191,109,M
Brian Mariano,Athletics,27,182,86,M
Brian Price,Rowing,36,163,55,M
Brian Ryckeman,Swimming,28,196,76,M
Brian Thornton,Volleyball,27,191,82,M
Brianne Theisen,Athletics,23,173,64,F
Brice Etes,Athletics,28,185,71,M
Brice Leverdez,Badminton,26,180,75,M
Bridget Franek,Athletics,24,168,57,F
Bridgitte Hartley,Canoe Sprint,29,173,66,F
Brigetta Barrett,Athletics,21,183,64,F
Brigita Virbalyte,Athletics,27,164,50,F
Brigitte Foster-Hylton,Athletics,37,165,62,F
Brigitte Merlano,Athletics,30,172,60,F
Brijesh Lawrence,Athletics,22,180,93,M
Brimin Kiprop Kipruto,Athletics,27,175,55,M
Britany van Lange,Swimming,15,180,68,F
Britt Goodwin,Handball,29,163,68,F
Britta Heidemann,Fencing,29,180,71,F
Britta Oppelt,Rowing,34,173,69,F
Britta Steffen,Swimming,28,180,60,F
Brittany Borman,Athletics,23,180,78,F
Brittany Broben,Diving,16,163,52,F
Brittany Elmslie,Swimming,18,179,73,F
Brittany Maclean,Swimming,18,173,70,F
Brittany Viola,Diving,25,165,61,F
Brittney Reese,Athletics,25,173,62,F
Brodie Buckland,Rowing,28,196,98,M
Bronte Barratt,Swimming,23,171,59,F
Bronte Campbell,Swimming,18,179,58,F
Bronwen Knox,Water Polo,26,182,88,F
Bronwen Watson,Rowing,35,168,57,F
Brooke Pratley,Rowing,32,191,75,F
Bruno Fontes,Sailing,32,175,83,M
Bruno Pais,Triathlon,31,179,66,M
Bruno Prada,Sailing,41,186,110,M
Bryan Nickson Lomas,Diving,22,161,58,M
Bryn Coudraye,Rowing,26,201,98,M
Bryony Shaw,Sailing,29,167,60,F
Bryshon Nellum,Athletics,23,183,77,M
Btissam Lakhouad,Athletics,31,172,55,F
Bubmin Kim,Archery,21,187,96,M
Bukola Abogunloko,Athletics,17,170,53,F
Bundmaa Munkhbaatar,Judo,26,158,52,F
Burcu Ayhan,Athletics,22,180,59,F
Burcu Dolunay,Swimming,28,174,63,F
Burmaa Ochirbat,Wrestling,30,176,72,F
Busra Cansu,Volleyball,22,188,80,F
Byambatseren Sundev,Wrestling,22,162,55,F
Byron Kokalanis,Sailing,26,186,73,M
Byungchul Choi,Fencing,30,173,70,M
Byunghee Kim,Shooting,30,163,57,F
Caba Siladi,Swimming,21,185,76,M
Cai Lin Khoo,Swimming,23,166,52,F
Caia van Maasakker,Hockey,23,180,67,F
Caitlin Leverenz,Swimming,21,173,73,F
Caitlin Mcclatchey,Swimming,26,170,57,F
Caitriona Jennings,Athletics,32,163,53,F
Camelia Lupascu,Rowing,26,184,74,F
Camelia Potec,Swimming,30,178,65,F
Cameron Levins,Athletics,23,178,65,M
Cameron Mcevoy,Swimming,18,185,85,M
Cameron Mckenzie-Mcharg,Rowing,32,196,98,M
Cameron van der Burgh,Swimming,24,184,74,M
Camila Vargas Palomo,Rowing,25,177,77,F
Camilla Dalby,Handball,24,182,73,F
Camilla Speirs,Equestrian,22,158,60,F
Camille Ayglon,Handball,27,180,66,F
Camille Lacourt,Swimming,27,200,85,M
Camille Lecointre,Sailing,27,159,58,F
Camille Muffat,Swimming,22,183,71,F
Camilo Mayr,Archery,21,178,74,M
Cammile Adams,Swimming,20,173,65,F
Candace Parker,Basketball,26,193,82,F
Candida Estefany Arias Perez,Volleyball,20,192,68,F
Caren Chammas,Judo,19,169,63,F
Carina BAER,Rowing,22,186,74,F
Carina Christiansen,Archery,21,171,67,F
Carine Ngarlemdana,Judo,17,175,70,F
Carl Bouckaert,Equestrian,58,181,78,M
Carl Hester,Equestrian,45,183,81,M
Carl Myerscough,Athletics,32,208,160,M
Carl O'donnell,Swimming,25,188,85,M
Carla Dupuy,Hockey,23,163,57,F
Carla Rebecchi,Hockey,27,163,55,F
Carla Suarez Navarro,Tennis,23,162,62,F
Carles Castillejo,Athletics,33,171,60,M
Carli Renzi,Judo,29,167,57,F
Carlien Dirkse van den Heuvel,Hockey,25,170,55,F
Carline Bouw,Rowing,27,184,71,F
Carlos Alberto Morstadt,Equestrian,21,188,80,M
Carlos Almeida,Swimming,23,182,87,M
Carlos Ballbe,Hockey,27,175,70,M
Carlos Berlocq,Tennis,29,184,81,M
Carlos Cordero,Athletics,35,159,54,M
Carlos Figueroa,Judo,27,170,66,M
Carlos Javier Quinchara,Triathlon,24,173,57,M
Carlos Jorge,Athletics,26,185,80,M
Carlos Machado,Table Tennis,32,174,70,M
Carlos Reinaldo Perez,Handball,40,198,107,M
Carmelita Jeter,Athletics,32,163,59,F
Carmelo Anthony,Basketball,28,203,104,M
Carmen Martin Berenguer,Handball,24,168,63,F
Carol Huynh,Wrestling,31,154,48,F
Carole Calmes,Shooting,33,158,60,F
Carole Peon,Triathlon,33,162,52,F
Carolin Golubytskyi,Fencing,26,166,56,F
Carolin Leonhardt,Canoe Sprint,27,174,65,F
Carolin Nytra,Athletics,27,174,64,F
Carolina Castillo Hidalgo,Wrestling,21,155,48,F
Carolina Colorado Henao,Swimming,24,170,64,F
Carolina del Pilar Costagrande,Volleyball,31,188,80,F
Carolina Marin,Badminton,19,172,65,F
Carolina Mendoza Hernandez,Diving,15,160,49,F
Carolina Morais,Handball,26,167,56,F
Carolina S Borges-Mendelblatt,Sailing,33,175,60,F
Caroline Bonde Holm,Athletics,22,178,68,F
Caroline Lind,Rowing,29,183,82,F
Caroline Nichols,Hockey,27,163,64,F
Caroline O'connor,Rowing,29,157,48,F
Caroline Powell,Equestrian,39,156,60,F
Caroline Queen,Canoe Slalom,20,157,66,F
Caroline Ruhnau,Swimming,27,175,62,F
Caroline Wozniacki,Tennis,22,179,65,F
Carrie Johnson,Canoe Sprint,28,168,63,F
Carsten Mogensen,Badminton,29,185,75,M
Carsten Schlangen,Athletics,31,190,67,M
Caryn Davies,Rowing,30,193,82,F
Casey Dellacqua,Tennis,27,167,68,F
Casey Eastham,Hockey,23,170,62,F
Casey Eichfeld,Canoe Slalom,22,178,70,M
Cassidy Krug,Diving,27,163,61,F
Cassio Rivetti,Equestrian,32,175,65,M
Caster Semenya,Athletics,21,178,73,F
Catarina Camufal,Basketball,32,168,67,F
